client,round,loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
-1,138,0.4887117445468902,awake,0.8303777949113339,0.8754072857698457,0.922881379096699,0.8985176840032288,0.3844314105698552,0.6746692552933267,[[ 10719 14416][ 8464 101289]],10719.0,14416.0,8464.0,101289.0
-1,138,0.4887117445468902,asleep,0.8303777949113339,0.5587759995829641,0.4264571314899542,0.48373121530755,0.3844314105698552,0.6746692552933266,[[ 101289 8464][ 14416 10719]],101289.0,8464.0,14416.0,10719.0
-1,138,0.4887117445468902,avg,0.8303777949113339,0.7170916426764049,0.6746692552933267,0.6911244496553894,0.3844314105698552,0.6746692552933267,,,,,
-1,139,0.4924784302711487,awake,0.8298069509519008,0.8702269237331514,0.9294324528714476,0.8988558110436042,0.3661526147549778,0.6621102984468636,[[ 9923 15212][ 7745 102008]],9923.0,15212.0,7745.0,102008.0
-1,139,0.4924784302711487,asleep,0.8298069509519008,0.5616368575956532,0.3947881440222797,0.4636590893161694,0.3661526147549778,0.6621102984468636,[[ 102008 7745][ 15212 9923]],102008.0,7745.0,15212.0,9923.0
-1,139,0.4924784302711487,avg,0.8298069509519008,0.7159318906644023,0.6621102984468636,0.6812574501798868,0.3661526147549778,0.6621102984468636,,,,,
-1,140,0.4888617098331451,awake,0.831801198030959,0.8774112445272877,0.9221160241633486,0.8992083448098162,0.3932833854865543,0.6797769299253187,[[ 10995 14140][ 8548 101205]],10995.0,14140.0,8548.0,101205.0
-1,140,0.4888617098331451,asleep,0.831801198030959,0.5626055365092361,0.4374378356872886,0.4921885491740901,0.3932833854865543,0.6797769299253187,[[ 101205 8548][ 14140 10995]],101205.0,8548.0,14140.0,10995.0
-1,140,0.4888617098331451,avg,0.831801198030959,0.7200083905182619,0.6797769299253187,0.6956984469919532,0.3932833854865543,0.6797769299253187,,,,,
-1,141,0.4894232749938965,awake,0.8321348081371212,0.8772563489588747,0.9228084881506656,0.8994560511533937,0.3933979169928935,0.6795064919368804,[[ 10964 14171][ 8472 101281]],10964.0,14171.0,8472.0,101281.0
-1,141,0.4894232749938965,asleep,0.8321348081371212,0.5641078411195719,0.4362044957230953,0.4919790895425276,0.3933979169928935,0.6795064919368804,[[ 101281 8472][ 14171 10964]],101281.0,8472.0,14171.0,10964.0
-1,141,0.4894232749938965,avg,0.8321348081371212,0.7206820950392233,0.6795064919368805,0.6957175703479607,0.3933979169928935,0.6795064919368804,,,,,
-1,142,0.4976766705513,awake,0.8309782931024258,0.8732892590366618,0.9267354878682132,0.8992189123121874,0.3785873831394131,0.6697930472959527,[[ 10377 14758][ 8041 101712]],10377.0,14758.0,8041.0,101712.0
-1,142,0.4976766705513,asleep,0.8309782931024258,0.5634162232598545,0.412850606723692,0.4765228572084586,0.3785873831394131,0.6697930472959527,[[ 101712 8041][ 14758 10377]],101712.0,8041.0,14758.0,10377.0
-1,142,0.4976766705513,avg,0.8309782931024258,0.7183527411482582,0.6697930472959526,0.687870884760323,0.3785873831394131,0.6697930472959527,,,,,
-1,143,0.4967561662197113,awake,0.8297476424885831,0.8699277092000273,0.9297786848651062,0.8988579960098125,0.3650078721402654,0.6613683557605817,[[ 9877 15258][ 7707 102046]],9877.0,15258.0,7707.0,102046.0
-1,143,0.4967561662197113,asleep,0.8297476424885831,0.5617038216560509,0.3929580266560573,0.4624171914136566,0.3650078721402654,0.6613683557605817,[[ 102046 7707][ 15258 9877]],102046.0,7707.0,15258.0,9877.0
-1,143,0.4967561662197113,avg,0.8297476424885831,0.715815765428039,0.6613683557605817,0.6806375937117346,0.3650078721402654,0.6613683557605817,,,,,
-1,144,0.491298496723175,awake,0.8323646284324773,0.873825641553628,0.9279655225825262,0.9000821896016897,0.3828083858054767,0.6714424788166261,[[ 10429 14706][ 7906 101847]],10429.0,14706.0,7906.0,101847.0
-1,144,0.491298496723175,asleep,0.8323646284324773,0.5688028361058086,0.4149194350507261,0.4798251667816885,0.3828083858054767,0.6714424788166262,[[ 101847 7906][ 14706 10429]],101847.0,7906.0,14706.0,10429.0
